"satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","division","salary","left"
0.69,0.73,4,257,10,1,0,"sales","medium",0
0.67,0.51,5,182,3,0,0,"management","low",0
0.97,0.63,3,133,3,0,0,"hr","low",0
0.88,0.67,5,264,3,0,0,"product_mng","medium",0
0.24,0.62,5,199,4,0,0,"sales","low",0
0.65,0.57,3,168,2,0,0,"sales","high",0
0.5,0.76,3,174,3,0,0,"sales","medium",0
0.71,0.76,4,142,2,1,0,"support","low",0
0.52,0.96,6,166,5,1,0,"technical","medium",0
0.89,0.93,4,245,4,0,0,"sales","medium",0
0.55,0.6,3,145,4,0,0,"accounting","low",0
0.54,0.72,3,172,2,0,0,"RandD","low",0
0.76,0.74,3,173,2,0,0,"sales","low",0
0.18,0.68,6,154,5,0,0,"product_mng","medium",0
0.82,0.89,4,237,3,0,0,"support","medium",0
0.8,0.67,3,178,3,0,0,"IT","low",0
0.18,0.55,5,217,4,0,0,"IT","low",0
0.51,0.39,5,132,6,1,1,"technical","low",0
0.95,0.94,3,174,3,0,0,"sales","medium",0
0.56,0.59,5,254,4,0,0,"support","high",0
0.58,0.38,4,203,5,0,0,"sales","low",0
0.68,0.88,5,201,3,0,0,"sales","medium",0
0.77,0.78,3,269,3,0,0,"support","medium",0
0.19,0.91,3,268,4,0,0,"sales","low",0
0.88,0.9,2,233,3,0,0,"support","low",0
0.91,0.5,3,178,2,0,0,"product_mng","low",0
0.5,0.94,5,176,4,0,0,"sales","low",0
0.44,0.54,3,115,3,0,0,"IT","medium",0
0.89,1,4,226,2,1,0,"technical","low",0
0.76,0.74,4,187,3,0,0,"support","medium",0
0.17,0.41,4,232,3,1,0,"RandD","medium",0
0.74,0.42,3,131,3,0,0,"sales","medium",0
0.82,0.84,3,139,2,1,0,"sales","low",0
0.62,0.51,4,193,3,0,0,"accounting","high",0
0.6,0.62,3,238,4,0,1,"marketing","medium",0
0.93,0.65,4,258,3,0,0,"support","medium",0
0.78,0.53,6,168,3,0,0,"sales","low",0
0.42,0.44,3,183,2,0,0,"product_mng","medium",0
0.17,0.83,6,195,5,0,0,"support","high",0
0.48,0.92,3,234,3,0,0,"accounting","medium",0
0.68,0.8,4,186,3,1,0,"support","low",0
0.9,0.99,3,259,3,1,0,"technical","medium",0
0.96,0.72,3,197,3,0,0,"technical","low",0
0.62,0.71,3,177,3,1,0,"IT","low",0
0.48,0.8,5,235,2,0,0,"support","medium",0
0.99,0.9,4,177,3,0,0,"RandD","low",0
0.18,0.54,4,165,3,0,0,"technical","medium",0
0.67,0.63,3,227,3,0,0,"technical","medium",0
0.53,0.59,2,201,3,1,0,"hr","medium",0
0.67,0.84,6,250,2,0,0,"sales","low",0
0.89,0.88,3,165,4,0,0,"sales","medium",0
0.53,0.68,4,173,3,0,0,"sales","medium",0
0.18,0.39,2,177,6,0,0,"sales","medium",0
0.88,0.86,4,224,3,1,0,"sales","low",0
0.74,0.76,3,244,3,0,0,"management","medium",0
0.2,0.7,4,225,5,0,0,"support","low",0
0.89,0.93,4,137,2,0,0,"technical","low",0
0.25,0.8,5,237,6,0,0,"support","medium",0
0.83,0.59,4,197,4,0,0,"sales","medium",0
0.86,0.53,4,160,2,1,0,"sales","medium",0
0.92,0.78,4,212,2,0,0,"sales","medium",0
0.9,0.57,4,186,4,0,0,"technical","medium",0
0.72,0.72,5,265,3,0,0,"RandD","high",0
0.22,0.52,5,109,4,0,0,"product_mng","low",0
0.79,0.77,3,201,6,1,0,"support","medium",0
0.85,0.96,4,240,6,0,0,"technical","medium",0
0.57,0.75,5,171,4,0,0,"support","medium",0
0.73,0.44,2,194,6,0,0,"hr","medium",0
0.99,0.95,3,153,4,0,0,"marketing","high",0
0.62,0.38,3,257,3,0,0,"technical","medium",0
0.92,0.4,2,238,3,0,0,"accounting","low",0
0.57,0.59,4,250,2,0,0,"support","low",0
0.61,0.42,3,104,2,0,0,"hr","medium",0
0.82,0.74,3,232,3,0,0,"hr","low",0
0.79,0.97,3,271,2,0,0,"hr","medium",0
0.93,0.59,3,273,2,1,0,"sales","medium",0
0.86,0.7,5,160,3,0,0,"technical","medium",0
0.23,0.68,5,244,3,0,0,"support","low",0
0.48,0.9,4,208,3,0,0,"sales","low",0
0.77,0.83,4,231,2,0,0,"management","medium",0
0.87,0.6,5,165,2,1,0,"marketing","high",0
0.78,0.98,4,157,3,0,0,"marketing","medium",0
0.57,0.64,2,206,3,0,0,"accounting","low",0
0.77,0.76,3,201,4,0,0,"accounting","medium",0
0.58,0.93,5,235,2,0,0,"management","low",0
0.59,0.39,5,200,4,0,0,"product_mng","medium",0
0.55,0.77,3,237,2,0,0,"hr","low",0
0.49,0.49,2,245,3,0,0,"product_mng","low",0
0.57,0.75,4,249,10,0,0,"product_mng","medium",0
0.89,0.65,3,210,3,0,0,"marketing","low",0
0.49,0.96,2,206,2,0,0,"marketing","low",0
0.68,0.79,5,139,4,0,0,"technical","low",0
0.8,1,3,177,2,0,0,"technical","medium",0
0.93,0.89,3,262,2,0,0,"sales","low",0
0.91,0.59,5,162,2,0,0,"sales","low",0
0.15,0.86,3,204,4,0,0,"support","medium",0
0.7,0.48,4,229,2,0,0,"technical","high",0
0.52,0.37,2,118,2,0,0,"product_mng","high",0
0.66,0.5,3,229,3,0,0,"marketing","low",0
0.6,0.71,3,195,2,0,0,"sales","low",0
0.91,0.62,5,169,4,0,0,"management","medium",0
0.58,0.63,4,190,2,0,0,"sales","medium",0
0.5,0.63,5,167,2,0,0,"technical","low",0
0.23,0.97,4,200,3,0,0,"sales","low",0
0.62,0.52,5,256,4,0,0,"product_mng","medium",0
0.5,0.64,5,195,2,0,0,"sales","low",0
0.54,0.42,6,218,3,0,0,"technical","medium",0
0.77,0.85,5,192,2,0,0,"technical","low",0
0.77,0.66,3,147,2,0,0,"sales","medium",0
0.57,0.7,4,237,6,0,0,"accounting","low",0
0.54,0.83,3,201,3,0,0,"accounting","high",0
0.75,0.83,4,229,2,0,0,"IT","medium",0
0.31,0.72,2,191,3,0,0,"hr","medium",0
0.9,0.55,3,259,10,1,1,"management","high",0
0.67,0.83,3,171,3,1,0,"marketing","medium",0
0.4,0.47,5,173,5,0,0,"technical","medium",0
0.76,0.65,3,220,3,0,0,"sales","low",0
0.76,0.89,4,224,2,0,0,"product_mng","low",0
0.81,0.98,6,196,2,0,0,"support","low",0
0.52,0.77,4,134,4,0,0,"technical","low",0
0.39,0.78,2,205,6,1,0,"sales","low",0
0.66,0.89,4,173,4,0,0,"support","low",0
0.44,0.83,4,210,2,0,0,"IT","medium",0
0.74,0.58,4,215,3,1,0,"support","medium",0
0.38,0.94,5,252,5,0,0,"sales","low",0
0.78,0.72,4,258,3,0,0,"technical","medium",0
0.71,0.67,3,264,3,0,0,"IT","medium",0
0.72,0.69,3,270,4,0,0,"technical","low",0
1,0.87,4,129,5,0,0,"support","medium",0
0.57,0.6,3,218,3,0,0,"sales","low",0
0.56,0.52,4,158,2,0,0,"IT","low",0
1,0.97,5,141,2,0,0,"accounting","medium",0
0.67,0.58,4,158,3,0,0,"support","medium",0
0.49,0.76,4,202,3,0,0,"management","low",0
0.66,0.74,4,179,3,0,0,"accounting","low",0
0.51,0.55,4,267,3,0,0,"technical","medium",0
0.9,0.89,5,249,3,1,0,"IT","low",0
0.89,0.95,5,203,3,0,0,"technical","low",0
0.65,0.75,2,151,3,0,0,"IT","low",0
0.97,0.38,5,211,7,1,0,"sales","medium",0
0.93,0.98,4,189,3,0,0,"RandD","medium",0
0.52,0.8,2,144,4,0,0,"support","low",0
0.5,0.75,5,255,3,0,0,"sales","medium",0
0.73,0.6,3,252,4,1,0,"sales","low",0
0.68,0.54,4,146,4,0,1,"marketing","medium",0
0.97,0.63,5,199,2,1,0,"IT","high",0
0.4,0.61,3,165,2,0,0,"RandD","low",0
0.9,0.64,4,209,4,0,0,"sales","low",0
0.52,0.84,3,261,8,0,1,"accounting","low",0
0.14,0.99,3,257,4,1,0,"sales","low",0
0.75,0.89,5,154,4,0,0,"hr","low",0
0.6,0.83,3,230,3,0,0,"support","medium",0
0.61,0.51,3,141,2,0,0,"sales","low",0
0.47,0.5,4,159,2,0,0,"product_mng","low",0
0.95,0.69,3,225,2,0,0,"technical","high",0
0.73,0.94,3,177,3,0,0,"technical","low",0
0.66,0.89,4,139,3,0,0,"product_mng","medium",0
0.88,0.63,3,273,3,1,0,"RandD","low",0
0.94,0.55,3,160,3,0,0,"sales","low",0
0.72,0.63,3,149,2,0,0,"support","medium",0
0.63,0.67,5,250,2,0,0,"product_mng","low",0
0.99,0.75,4,163,2,0,0,"sales","low",0
0.87,0.62,4,202,3,0,0,"sales","high",0
0.66,0.7,5,254,2,0,0,"IT","medium",0
0.7,0.67,4,224,3,0,0,"support","medium",0
0.46,0.75,6,276,6,0,0,"support","low",0
0.51,0.69,3,145,2,1,0,"RandD","medium",0
0.57,0.39,4,132,3,0,0,"product_mng","high",0
0.95,0.96,3,220,3,0,0,"RandD","low",0
0.52,0.54,4,184,3,0,0,"sales","low",0
0.84,0.79,6,140,2,0,0,"accounting","high",0
0.79,0.65,2,193,5,0,0,"support","medium",0
0.97,0.66,5,234,6,0,0,"technical","low",0
0.71,0.54,3,201,2,0,0,"IT","medium",0
0.27,0.85,5,142,6,0,0,"sales","medium",0
0.57,0.96,4,177,2,0,0,"technical","low",0
0.55,0.72,3,149,3,0,0,"management","low",0
0.66,0.89,3,242,3,0,0,"product_mng","medium",0
0.29,0.57,5,149,3,0,0,"sales","low",0
0.32,0.97,6,272,2,0,0,"sales","low",0
0.86,0.71,3,235,3,0,0,"IT","medium",0
0.86,0.91,4,253,3,0,0,"IT","low",0
0.64,0.52,4,271,2,1,0,"hr","medium",0
0.21,0.94,3,287,5,0,0,"RandD","high",0
0.78,0.49,3,194,3,1,0,"sales","medium",0
0.79,0.97,5,266,2,0,0,"technical","medium",0
0.63,0.51,4,153,4,0,0,"RandD","low",0
0.7,0.8,5,245,4,0,0,"support","high",0
0.36,0.55,3,191,3,0,0,"product_mng","high",0
0.72,0.73,3,198,2,0,0,"technical","low",0
0.62,0.72,3,188,3,0,0,"technical","low",0
0.87,0.48,5,242,3,0,0,"sales","medium",0
0.74,0.77,3,211,3,0,0,"management","high",0
0.76,0.6,3,140,2,0,0,"RandD","low",0
0.5,0.84,3,156,4,0,0,"accounting","low",0
0.24,0.62,6,225,6,0,0,"sales","low",0
0.6,0.75,4,144,2,0,0,"sales","low",0
0.92,0.64,4,259,2,0,0,"sales","medium",0
0.89,0.78,4,223,3,0,0,"product_mng","low",0
0.66,0.85,4,237,3,1,0,"support","medium",0
0.58,0.97,3,186,3,0,1,"marketing","medium",0
0.74,0.92,4,226,3,0,0,"hr","medium",0
0.9,0.61,3,185,3,0,0,"marketing","medium",0
0.52,0.72,2,247,4,0,0,"accounting","medium",0
0.72,0.96,3,143,3,0,0,"sales","low",0
0.98,0.51,3,157,3,0,0,"marketing","medium",0
0.6,0.65,4,160,2,0,0,"IT","low",0
0.48,0.68,4,163,2,1,0,"technical","low",0
0.49,0.69,4,270,3,0,0,"sales","low",0
0.55,0.72,3,204,2,0,0,"product_mng","low",0
0.8,0.75,4,217,2,0,0,"technical","low",0
1,0.39,2,210,5,0,0,"sales","low",0
0.6,0.97,4,219,4,1,0,"hr","low",0
0.78,0.87,4,178,3,0,0,"technical","medium",0
0.85,0.54,4,174,2,0,0,"hr","medium",0
0.9,0.7,3,274,3,0,0,"support","medium",0
0.5,0.83,5,258,2,0,0,"IT","low",0
0.73,0.62,3,171,3,0,0,"management","medium",0
0.7,0.88,4,191,3,1,0,"support","low",0
0.86,0.73,3,159,3,0,0,"hr","medium",0
0.59,0.97,5,242,3,0,0,"product_mng","low",0
0.51,0.74,3,271,4,0,0,"RandD","medium",0
0.98,0.99,4,132,2,0,0,"product_mng","medium",0
0.77,0.67,4,225,4,0,0,"hr","low",0
0.35,0.47,4,151,6,0,0,"management","medium",0
0.66,0.6,3,179,4,0,0,"support","low",0
0.88,0.72,5,244,2,0,0,"technical","low",0
0.57,0.46,2,100,6,1,1,"marketing","medium",0
0.19,0.99,3,154,2,0,0,"sales","high",0
1,0.86,4,161,2,0,0,"marketing","high",0
0.77,0.83,3,160,3,0,0,"support","low",0
0.41,0.38,4,142,10,1,0,"support","low",0
0.15,0.39,5,229,4,0,0,"sales","low",0
0.9,0.64,4,201,2,1,0,"sales","medium",0
0.96,0.55,3,225,4,1,0,"sales","medium",0
0.76,0.81,4,193,3,1,0,"accounting","low",0
0.8,0.82,4,175,2,0,0,"management","low",0
0.56,0.76,3,207,2,0,0,"support","medium",0
0.37,0.52,4,151,2,0,0,"support","medium",0
0.77,0.59,4,273,2,0,0,"IT","high",0
0.8,0.97,5,258,3,0,0,"IT","medium",0
0.86,0.72,4,178,2,0,0,"hr","high",0
0.85,0.84,5,179,3,0,0,"sales","low",0
0.84,0.73,5,230,4,1,0,"accounting","low",0
0.54,0.52,5,170,4,0,0,"technical","high",0
0.99,0.98,4,259,3,0,0,"IT","low",0
0.67,0.66,3,151,3,0,0,"technical","low",0
0.75,0.96,5,190,3,0,0,"sales","medium",0
0.44,0.42,2,199,2,0,0,"support","medium",0
0.52,0.96,4,171,2,0,0,"sales","medium",0
0.26,0.69,5,213,2,0,0,"accounting","high",0
0.84,0.81,4,152,2,1,0,"product_mng","medium",0
0.83,0.67,3,175,3,0,0,"product_mng","medium",0
0.79,0.56,4,177,3,0,0,"sales","high",0
0.2,0.83,4,258,4,0,0,"sales","high",0
0.74,0.63,3,180,2,0,0,"hr","low",0
0.15,0.7,4,220,4,0,0,"hr","low",0
0.77,0.91,4,239,3,1,0,"product_mng","low",0
0.55,0.48,4,271,6,1,0,"sales","high",0
0.79,0.61,4,227,2,0,1,"sales","high",0
0.58,0.9,3,209,2,0,0,"management","high",0
0.87,0.87,4,144,3,0,0,"support","low",0
0.51,0.72,3,148,2,0,0,"accounting","medium",0
0.69,0.75,5,196,3,0,0,"support","medium",0
0.18,0.6,3,130,2,1,0,"support","medium",0
0.96,0.9,4,201,3,0,0,"sales","low",0
0.7,0.83,5,241,2,0,0,"sales","medium",0
0.67,0.71,4,178,6,0,0,"IT","low",0
0.78,0.69,4,202,3,0,0,"product_mng","low",0
0.93,0.94,4,233,6,0,0,"IT","medium",0
0.44,0.67,3,113,2,0,0,"support","low",0
0.68,0.55,3,182,3,1,0,"technical","medium",0
0.83,0.93,4,261,2,0,0,"support","medium",0
0.57,0.98,3,214,2,0,0,"technical","medium",0
0.85,0.95,4,171,3,0,0,"technical","medium",0
0.26,0.47,3,241,4,0,0,"sales","low",0
0.78,0.93,4,161,3,0,0,"sales","low",0
0.79,0.54,4,244,3,0,0,"management","high",0
0.53,0.75,4,201,2,0,0,"sales","low",0
0.95,0.64,3,242,5,1,0,"sales","low",0
0.98,0.53,4,192,2,1,0,"sales","low",0
0.98,0.8,2,201,2,0,0,"sales","high",0
0.57,0.9,5,145,3,0,0,"accounting","low",0
0.13,0.97,4,162,6,0,0,"sales","low",0
0.63,0.64,3,208,2,1,0,"support","low",0
0.5,0.97,4,269,3,0,0,"sales","low",0
0.8,0.87,4,217,3,0,0,"IT","medium",0
0.92,0.53,2,261,4,0,0,"support","low",0
0.64,0.5,4,253,10,0,1,"management","high",0
0.56,0.71,3,211,6,0,1,"marketing","low",0
1,0.93,5,167,3,0,0,"sales","medium",0
0.42,0.74,5,256,6,0,0,"management","medium",0
0.98,0.76,3,224,2,0,0,"product_mng","medium",0
0.18,0.54,6,209,5,1,0,"sales","low",0
0.89,0.61,3,211,2,0,0,"support","low",0
0.92,0.67,4,161,4,1,0,"marketing","low",0
0.74,0.7,4,273,3,0,0,"sales","medium",0
0.96,0.9,4,246,3,0,0,"support","low",0
0.14,0.98,6,221,5,0,0,"IT","low",0
0.82,0.68,3,160,4,0,0,"sales","medium",0
0.69,0.89,3,216,4,0,0,"technical","low",0
0.99,0.57,3,176,4,1,0,"support","medium",0
0.94,0.71,4,189,3,0,0,"support","medium",0
0.66,0.66,3,211,4,0,0,"sales","high",0
0.56,0.59,3,185,2,0,0,"RandD","medium",0
0.5,0.82,2,286,6,0,0,"sales","medium",0
0.88,0.68,4,274,4,0,0,"sales","medium",0
0.81,0.53,3,258,2,0,0,"IT","low",0
0.68,0.89,5,218,5,0,0,"sales","low",0
0.6,0.65,2,225,10,0,0,"management","high",0
0.88,0.91,3,157,2,0,0,"technical","medium",0
0.64,0.57,4,217,3,0,0,"marketing","high",0
0.78,0.8,3,135,7,0,0,"sales","medium",0
0.67,0.89,2,173,3,0,0,"marketing","low",0
0.86,0.68,5,246,2,0,0,"sales","medium",0
0.67,0.4,4,274,3,0,0,"sales","low",0
0.92,0.53,2,249,2,0,0,"IT","high",0
0.8,0.89,2,166,3,0,0,"technical","medium",0
0.75,0.91,4,243,3,0,0,"technical","high",0
0.17,0.55,6,240,6,0,0,"RandD","low",0
0.49,0.95,2,181,4,1,0,"IT","low",0
0.76,0.64,3,189,3,0,0,"accounting","medium",0
0.66,0.98,4,163,3,1,0,"sales","low",0
0.54,0.91,3,249,3,0,0,"technical","high",0
0.53,0.64,3,143,2,0,0,"sales","low",0
0.63,0.78,2,158,5,1,0,"sales","medium",0
0.92,0.78,3,194,3,0,0,"technical","medium",0
0.81,0.8,4,229,2,0,0,"sales","medium",0
0.69,0.8,5,203,2,1,0,"support","high",0
0.49,0.63,4,213,3,0,0,"support","medium",0
0.9,0.55,3,259,10,1,1,"management","high",0
0.62,0.61,3,266,2,0,0,"management","high",0
0.71,0.96,4,131,3,0,0,"support","medium",0
0.66,0.83,4,234,4,0,0,"sales","medium",0
0.74,0.7,4,260,2,0,0,"support","low",0
0.93,0.9,3,172,3,0,0,"product_mng","medium",0
0.12,0.55,5,242,4,0,0,"marketing","medium",0
0.96,0.54,5,161,3,1,0,"accounting","high",0
0.66,0.46,4,204,4,0,0,"product_mng","low",0
0.52,0.98,4,265,3,0,0,"product_mng","medium",0
0.76,0.81,3,225,3,0,0,"technical","medium",0
0.89,0.88,5,241,2,1,0,"sales","medium",0
0.78,0.52,5,192,3,1,0,"technical","low",0
0.16,0.54,5,206,5,0,0,"sales","medium",0
0.54,0.5,4,146,2,0,0,"support","medium",0
0.71,0.54,4,198,3,0,0,"IT","low",0
0.66,0.51,3,192,3,0,0,"technical","low",0
0.59,0.59,4,244,3,0,0,"support","medium",0
0.79,0.77,3,201,6,1,0,"support","medium",0
0.71,0.54,4,188,6,0,0,"technical","low",0
0.8,0.53,3,245,3,0,0,"sales","medium",0
0.74,0.97,2,135,4,0,0,"IT","medium",0
0.51,0.81,3,143,2,0,0,"hr","low",0
0.7,0.57,4,265,2,0,0,"support","medium",0
0.3,0.67,3,150,2,0,0,"technical","medium",0
0.75,0.79,4,145,3,0,0,"technical","medium",0
0.77,0.58,4,162,2,0,0,"support","medium",0
0.82,0.65,5,178,7,1,0,"sales","medium",0
0.68,1,6,258,5,0,0,"sales","low",0
0.59,0.87,4,183,2,0,0,"sales","medium",0
0.55,0.49,5,240,3,0,0,"technical","high",0
0.87,0.93,4,199,3,0,0,"technical","low",0
0.71,0.76,4,148,8,0,0,"accounting","medium",0
0.83,0.36,4,242,3,0,0,"sales","low",0
0.57,0.6,4,248,4,0,0,"IT","low",0
0.79,0.67,4,267,3,0,0,"sales","low",0
0.76,0.72,3,242,5,1,0,"technical","medium",0
0.79,0.73,5,155,3,0,0,"IT","medium",0
0.79,0.51,4,237,2,0,0,"IT","low",0
0.6,0.78,6,211,4,1,0,"product_mng","medium",0
0.57,0.48,5,221,3,0,0,"support","medium",0
0.67,0.49,4,195,3,0,0,"hr","low",0
0.92,0.7,3,129,3,0,1,"management","high",0
0.3,0.76,5,224,2,0,0,"product_mng","medium",0
0.71,0.79,3,189,3,0,0,"IT","medium",0
0.86,0.87,3,197,4,1,0,"support","medium",0
0.97,0.65,3,219,2,0,0,"technical","low",0
0.91,0.67,4,206,3,0,0,"IT","low",0
0.38,0.47,3,189,5,0,0,"support","medium",0
0.71,0.37,2,179,5,0,1,"support","low",0
0.87,0.57,3,149,2,0,0,"accounting","medium",0
0.9,0.48,4,204,3,0,0,"technical","medium",0
0.6,0.91,4,214,2,0,0,"IT","medium",0
0.74,0.9,3,285,3,0,0,"accounting","low",0
0.76,0.98,4,258,3,0,0,"RandD","low",0
0.56,0.56,3,162,2,0,0,"RandD","high",0
0.7,0.6,5,208,3,0,0,"management","medium",0
0.39,0.75,6,185,3,0,1,"management","high",0
0.99,0.75,3,243,3,0,0,"support","medium",0
0.93,0.6,3,188,3,0,0,"marketing","high",0
0.97,0.91,3,246,2,0,0,"accounting","low",0
0.35,0.64,4,147,2,0,0,"sales","low",0
0.65,0.84,3,154,3,0,0,"support","high",0
0.87,0.59,4,202,3,0,0,"IT","medium",0
0.76,0.82,4,170,6,0,0,"sales","medium",0
0.93,0.56,5,140,3,0,0,"technical","medium",0
0.45,0.58,3,200,2,0,0,"RandD","medium",0
0.81,0.81,5,250,4,0,1,"sales","medium",0
0.19,0.83,5,280,4,0,0,"RandD","low",0
0.84,0.85,5,246,3,0,0,"support","medium",0
0.71,0.88,4,266,3,0,0,"sales","high",0
0.68,0.97,5,207,4,1,0,"RandD","low",0
0.53,0.64,3,168,3,0,0,"sales","low",0
0.92,0.85,3,151,6,1,0,"sales","low",0
0.39,0.38,4,135,2,0,0,"product_mng","high",0
0.94,0.51,3,160,2,0,0,"IT","low",0
0.52,0.92,3,268,3,0,0,"sales","low",0
0.65,0.76,4,171,4,0,0,"technical","low",0
0.6,0.98,4,205,4,0,0,"hr","medium",0
0.88,0.52,5,264,4,0,0,"product_mng","medium",0
0.93,0.66,4,242,4,0,0,"support","low",0
0.54,0.98,3,217,3,0,0,"sales","medium",0
0.66,0.99,4,209,3,0,0,"sales","medium",0
0.97,0.97,4,242,2,0,0,"accounting","medium",0
0.9,0.97,3,141,3,0,0,"sales","low",0
0.23,0.9,5,234,3,1,0,"sales","low",0
0.7,0.6,3,187,2,0,0,"product_mng","high",0
0.9,0.73,2,203,4,0,0,"support","medium",0
0.58,0.72,3,113,3,1,0,"management","medium",0
0.16,0.73,4,197,2,0,0,"technical","low",0
0.69,0.87,5,174,3,0,0,"support","medium",0
0.59,0.84,4,251,4,1,1,"management","low",0
0.71,0.7,4,213,3,0,0,"sales","low",0
0.98,0.68,5,171,3,0,0,"management","high",0
0.86,0.55,5,219,2,0,0,"technical","medium",0
0.48,0.77,5,250,2,0,1,"RandD","medium",0
0.12,0.84,4,218,6,0,0,"technical","medium",0
0.59,0.89,3,192,2,0,0,"IT","low",0
0.58,0.5,3,208,3,0,0,"management","medium",0
0.5,1,3,149,2,0,0,"hr","medium",0
0.75,0.71,4,209,3,0,0,"sales","medium",0
0.72,0.98,4,180,2,0,0,"sales","medium",0
0.88,0.8,3,133,3,0,0,"product_mng","medium",0
0.47,0.41,2,140,3,0,0,"hr","medium",0
0.16,0.93,5,210,7,0,1,"management","medium",0
0.9,0.73,2,203,4,0,0,"support","medium",0
0.62,0.79,3,259,3,0,0,"support","medium",0
0.65,0.62,4,258,2,0,0,"support","high",0
0.78,0.6,4,143,2,0,1,"sales","medium",0
0.94,0.74,4,224,5,0,0,"sales","low",0
0.87,0.73,3,172,3,1,0,"support","low",0
0.52,0.43,2,199,2,0,0,"sales","medium",0
0.66,0.93,5,185,3,0,0,"IT","medium",0
0.82,0.67,3,229,3,0,0,"sales","medium",0
0.66,0.6,3,210,2,0,0,"sales","low",0
0.4,0.37,3,169,3,1,0,"support","medium",0
0.51,0.8,4,198,6,0,0,"marketing","medium",0
0.47,0.39,6,215,5,0,0,"sales","medium",0
0.86,0.65,3,161,3,0,0,"sales","low",0
0.93,0.56,5,140,3,0,0,"technical","medium",0
0.38,0.5,3,196,3,0,0,"sales","medium",0
0.69,0.56,4,149,3,0,0,"IT","medium",0
0.23,0.94,4,142,4,0,0,"sales","medium",0
0.92,0.91,3,202,2,0,0,"sales","medium",0
0.58,0.84,4,206,7,0,1,"management","high",0
0.56,0.71,3,211,6,0,1,"marketing","low",0
0.69,0.59,3,233,3,0,0,"support","medium",0
0.6,0.8,4,222,2,0,0,"sales","medium",0
0.76,0.9,5,142,3,0,0,"marketing","low",0
0.89,0.5,4,147,2,0,0,"technical","medium",0
0.56,0.66,3,212,2,0,0,"technical","medium",0
0.3,0.53,3,148,4,0,0,"IT","medium",0
0.61,0.56,4,176,3,0,0,"hr","medium",0
0.76,0.85,3,204,2,1,0,"product_mng","medium",0
0.72,0.75,3,166,3,0,1,"sales","high",0
0.62,0.77,3,225,4,1,0,"technical","low",0
0.88,0.88,4,222,3,1,1,"sales","medium",0
0.47,0.53,4,181,3,0,0,"technical","low",0
0.8,0.96,5,124,3,0,0,"sales","low",0
0.55,0.58,5,262,3,0,0,"support","medium",0
0.77,0.71,5,141,3,0,0,"support","low",0
0.74,0.75,4,169,4,0,0,"IT","low",0
0.7,0.38,4,270,2,0,0,"RandD","low",0
0.83,0.98,5,189,4,1,0,"management","low",0
0.41,0.75,4,199,3,0,0,"sales","low",0
0.77,0.71,4,223,3,0,0,"sales","high",0
0.53,0.84,3,151,3,0,0,"product_mng","low",0
0.69,0.57,5,245,2,1,0,"sales","low",0
0.67,0.75,4,133,2,0,0,"IT","medium",0
0.53,1,3,164,4,0,0,"IT","medium",0
0.17,0.57,5,286,3,0,0,"sales","low",0
0.63,0.82,5,229,2,0,0,"support","medium",0
0.16,0.7,6,246,4,0,0,"support","medium",0
0.55,0.9,4,177,3,0,0,"support","medium",0
0.31,0.7,3,132,3,0,0,"product_mng","low",0
0.17,0.66,6,224,3,0,0,"sales","medium",0
0.75,0.61,3,263,3,0,0,"sales","low",0
0.98,0.44,4,154,6,1,0,"sales","medium",0
0.3,0.47,6,141,6,0,0,"sales","low",0
0.78,0.59,5,236,3,0,0,"technical","high",0
0.83,0.94,4,243,3,0,0,"technical","low",0
0.7,0.56,4,182,2,0,0,"support","low",0
0.38,0.51,2,120,3,0,0,"RandD","low",0
0.98,0.69,3,274,3,0,0,"hr","low",0
0.92,0.84,3,220,3,1,0,"technical","high",0
0.69,0.51,3,257,3,1,0,"IT","low",0
0.9,0.6,3,255,4,1,0,"marketing","low",0
0.51,0.51,4,189,3,0,0,"support","low",0
0.78,0.96,2,174,3,0,0,"sales","low",0
0.84,0.5,3,227,2,0,0,"support","low",0
0.35,0.78,5,275,4,0,0,"marketing","low",0
0.73,0.53,3,205,2,0,0,"sales","medium",0
0.68,0.69,3,185,2,0,0,"accounting","low",0
0.9,0.85,3,158,7,0,0,"marketing","medium",0
0.62,0.71,4,168,2,0,0,"sales","high",0
0.59,0.73,2,230,3,0,0,"technical","low",0
0.25,0.89,4,154,10,0,0,"management","high",0
0.72,0.5,3,257,6,0,0,"IT","low",0
0.96,0.57,3,151,2,0,0,"sales","low",0
0.32,0.48,5,246,3,0,0,"support","low",0
0.8,0.67,3,178,3,0,0,"IT","low",0
0.67,0.55,3,175,2,0,0,"IT","medium",0
0.73,0.57,3,146,2,0,0,"product_mng","low",0
0.96,0.88,5,269,2,0,0,"support","medium",0
0.3,0.66,3,198,2,0,0,"product_mng","medium",0
0.52,0.91,5,193,2,0,0,"support","low",0
0.66,0.79,5,134,3,0,0,"management","high",0
0.59,0.75,4,194,2,0,0,"technical","low",0
0.69,0.9,5,226,4,0,0,"sales","high",0
0.37,0.74,2,197,3,0,0,"product_mng","low",0
0.83,0.57,3,137,2,0,0,"marketing","medium",0
0.31,0.57,4,200,4,0,0,"IT","medium",0
0.99,0.73,4,240,4,0,0,"accounting","low",0
0.6,0.88,4,175,3,0,0,"support","low",0
0.61,0.51,3,156,3,1,0,"marketing","medium",0
0.99,0.8,3,209,2,0,0,"support","medium",0
